Gene_Symbol,Gene_Length
SLC44A2,42114
UBE2S,6675
HKR1,29777
WAPAL,86528
TRPC6,132364
CREB1,75668
C11orf74,64724
SMARCC2,27715
LOC100506804,6850
DBF4,33312
RNF41,19465
BTBD2,30255
PLEKHA8P1,42972
NOP10,1445
MVK,23571
LOC254100,1193
GLTSCR1L,47502
MGAT4A,112020
RREB1,144383
SNX4,73570
Sep-02,38718
PTPLAD2,25270
RNU12,148
DCXR,1816
IFIT3,13123
ATP2B4,117294
CEP104,45152
TRAPPC12,99896
MYCBP2,282385
RAB10,103594
TM7SF3,42833
USF2,10822
TMED10,45178
WWOX,1113237
KLHL21,12145
RAB5A,38095
ATG9A,10259
CTSZ,12067
RPAP1,27089
IL1RAP,143146
SLC4A5,127165
CACNA2D4,126747
ZNF12,18502
PKD2,70132
GTF2IRD2B,57276
ELMO1,596384
PPP2R5A,76326
CYP20A1,67399
MDH1,18587
DNAJB1,3619
KCNJ13,10763
NFIL3,14817
TCN2,19977
LINC00641,6821
GTF3C6,9328
ZNF324B,6228
HIST1H2BL,452
MAN2A2,18395
RHOQ,41960
DHX29,51448
BEND6,72369
DHTKD1,54290
ZKSCAN7,28260
CYGB,10557
SAPCD1,1851
SIRT6,8490
DCDC2B,7102
ZDHHC8,16166
ATG4B,36244
RGS1,4302
RNF213,137921
GPAT2,13033
INTS10,34668
USP28,77659
MB21D1,27187
RPL11,4646
CGREF1,19774
SLC30A5,37123
RAD1,10414
CPSF7,27344
PSMB2,42302
AKAP5,9004
EFCAB1,20396
STXBP3,62863
CAPZA1,52166
THAP2,16751
SLC25A33,43303
ESYT1,16474
NTPCR,27849
ST18,299047
FAR1,63687
YIPF4,28700
SKAP1,296792
CDH1,98249
DNTTIP2,9748
KLHL36,13785
RIMBP3,5792
ST3GAL4,58996
GGPS1,16091
REXO1,33207
PLEKHB1,16641
PRRC2B,70098
APOE,3611
ELP6,18069
QRSL1,38851
RPSAP58,65103
ABCE1,31520
RNF150,267891
NT5C,1570
DIAPH1,104034
ANKRD26P1,99760
MAU2,37933
ZNF420,51269
NAGLU,8515
SFXN2,24648
MRPS34,1244
SERF1A,17868
NFAM1,51987
HLCS,239356
ZSCAN21,15246
FFAR2,2052
ALG11,17257
TMEM99,17182
ACTA2,56316
ATXN1L,11342
ME3,231528
CECR3,9873
NSUN3,63775
IRF2BPL,4156
LILRA2,13770
VPS33B,24059
UBL3,86275
TSPAN12,70803
FRMD8,26954
MBNL3,120653
NR2C2AP,2014
TMEM14E,1292
TMEM14B,9219
MYRIP,450508
FBXW4,84322
LOC100129480,5683
SLC29A3,44137
CALM3,9527
ZNF550,9382
TSPYL1,5258
LINC00167,2862
TCEA2,15261
LOC400657,6061
MFSD6,93960
LOC646719,5333
SKIV2L,10951
COX6B1,10561
HNRPDL,7661
EXOC1,51428
EXOC3L4,10413
CHUK,41220
AP3D1,50569
TFDP2,205116
GALNT1,57265
NFKBIZ,33035
LOC100132781,3328
FAM160B1,78083
B4GALT1,56717
KLHL22,54364
MCM3AP,50188
ZNF146,24171
PSMD10,7439
ACVR2B,38843
LOC100128822,1421
NUBP2,6259
ZNF281,3746
TBC1D22B,75198
MOB1B,85834
MOSPD1,27635
RPS28,896
SAP18,8571
NUMA1,77662
ATG14,45467
DIS3,26804
WNT5B,30156
MYO1B,180008
IQCH-AS1,118233
NBPF3,44772
PWP2,23855
KIAA1919,9779
BCLAF1,32988
C17orf97,4339
TATDN3,24997
SRRM5,2397
STK39,293575
LOC338758,2997
LOC100862671,5005
ADAM28,61146
ASIC1,25985
LIPT2,1832
ACAA2,30377
ZNF425,23560
MRPL1,90139
C17orf100,1558
ARL4A,4106
SLCO4A1,29850
HIST1H2AK,459
ZFAND4,57212
ANPEP,29946
C20orf194,158361
FAM53C,12194
WHAMMP2,20779
ETFDH,36564
ICOSLG,14112
TRIM46,11184
ZNF627,21739
GXYLT2,87137
FIS1,5478
RCE1,3120
DCTN4,50348
NLGN3,26370
NAA30,22195
TMEM144,45038
MAPK6,47051
HTATSF1,15265
BTBD11,341222
NPTN,73409
SSBP1,12167
UMODL1,80037
RPLP1,2725
FAM122B,27666
ATF7IP2,97583
DDB2,24276
TUBGCP3,103153
C9orf72,27321
PHF3,67974
PSMG3-AS1,19552
PGM1,66969
HNRNPK,12571
C6orf1,2747
LPP-AS2,2882
EOGT,38406
PDXDC1,62719
CRTC1,98718
SNORA16A,133
CDC37L1,27028
NOD1,54250
RECQL4,6543
LETM1,44768
C19orf47,27467
C12orf4,50736
SFMBT1,142506
SLC43A3,20626
B3GNT5,20147
ZDHHC15,155075
THUMPD2,43216
TBPL2,26333
MEMO1,142804
CAT,33135
ATG5,141343
FAM160A1,254386
RPE,18939
PLAU,6396
RALGAPA2,322994
DPF2,19226
SLC1A5,13702
ZNF354B,24470
GHITM,14126
TMCC2,45433
BRD2,12845
RPL7A,3211
ZSWIM5,190174
SFXN4,24779
HIST1H2BO,466
LOC100507118,22255
ANKRD33B,93493
IDH2,18496
JRKL,3569
PRDM8,19058
UBAC2-AS1,4383
HELB,41088
C1orf123,6517
PLEKHM1,54880
C6orf203,23140
BDP1,112207
AGPAT2,14316
DDX60,102516
DYNLT1,8297
CPS1,201425
C5orf22,22792
KCTD9,30620
C16orf89,22023
ABCB9,45558
NLN,107088
ATM,146267
ARL14EP,14516
MRPS2,4042
LRP5L,30159
ANP32E,17787
MAGED1,99295
ZNF266,23152
HEXIM2,9142
BAHD1,27030
ZMIZ2,20949
CEP97,42687
TXLNG,58087
ZNF579,3320
PDXP,8202
RSRC1,434783
SLC20A1,17966
LINC00701,14755
HOXA6,2191
DCP1B,58463
ACOX3,74443
TNFSF4,23601
PLSCR3,5115
HERPUD2,62502
GON4L,107462
SUV420H2,8268
F8,186934
COQ3,24734
HSPA14,33479
ZNF181,8294
DNASE1L2,2244
SEC31B,33192
GRHPR,14279
TRIM34,24451
TRIM47,4411
C8orf31,15041
MRPS22,13026
NAGA,12508
WDR92,27411
C4orf52,15687
ITGA6,78867
AFMID,20384
SPRYD7,23783
CHMP2A,3553
ZCCHC18,3426
LINC00341,2823
PDXDC2P,89649
SNRPD2,4731
NUSAP1,48356
ERC1,504695
N4BP2L2-IT2,4889
LOC100652999,3624
CNTLN,368879
SPATA2,12151
RAD51D,20077
FAM108B1,48780
LOC652276,27110
CCDC28A,19799
CPNE3,47070
ATF3,55443
TRMT44,35750
ZNF407,434709
ITGA2,105453
QSOX2,39505
FAM21C,65764
FERMT1,48699
SUCLG1,35939
TLR6,33109
CTNNBL1,178086
PYGB,49942
ADRB2,2041
FAM167A,45303
MSANTD3,24521
VTA1,73675
SHD,12122
ALYREF,3751
HIST1H1C,731
EMC4,5107
SLC35F2,68197
NGLY1,71095
SUN2,21305
TMX2-CTNND1,106657
CD37,5184
IMPDH2,5113
TNS4,25774
ZNF432,15396
ASIC3,4464
EXO1,41748
L3HYPDH,11667
ZNF385D,330326
SF1,14240
GSR,49906
TRAP1,59560
FAM195A,6625
PLAGL1,124298
SH3BP5-AS1,10314
BTN3A3,12943
VASP,19552
DDHD2,31278
PCDHB7,3714
KIF5B,47433
ZNF672,11184
ABCC6,73906
LOC646471,3652
CAMK1D,480150
SIMC1,107620
COA4,4177
TRIM7,11253
SON,34462
C15orf27,145005
SLA2,33695
KANK3,20678
PRKXP1,11531
LINC00366,11792
MARK2,72092
MAX,96594
PRELID1,3197
MOAP1,2708
CEP19,5975
ZNF26,26220
TNFRSF14,7462
ADAM12,374225
CCDC62,52871
ANGEL2,23644
POP4,10992
FCAR,16290
WBSCR16,33416
FCHSD2,305353
MMP11,11467
LOC100133957,1524
RNF216,161689
DDX24,30290
ATPIF1,2014
SPRY1,6965
EFNA3,8666
LOC100507557,151716
MAP2K4,122916
QARS,9197
UNC45A,23913
ACAD8,12312
VPS16,26005
ABCC4,281604
COMMD3,3934
HRSP12,14851
MRGBP,4140
PWWP2A,43560
SLC12A4,25220
HLA-B,3340
SRR,21305
IFI6,6152
SMAD5,49886
PTGES,14729
EXT1,312456
TTC32,5230
NACA,13115
TFEC,95665
NOS2,43763
LPCAT2,77669
PGBD4,2317
TDRD10,45928
SOAT2,21049
ZNF395,40875
PSMB5,9369
TOR1A,11220
WDR34,23189
NHLRC1,2133
ABCC3,56845
LOC100506990,129832
SEPT7P2,45231
ZC3H11A,58505
MMP28,29764
ANKMY2,46041
FOXK2,84889
TXNRD3NB,36776
MTMR3,147699
RBX1,21668
RPL28,6151
LYRM2,6531
ADAM1A,2839
TAF6,12788
GRAP2,70298
NDUFV2,31715
CCDC124,10970
SRP14,3498
TAOK1,160978
HIP1R,27468
DDX50,45569
PIK3R5,86796
TIAL1,23563
CYP2W1,6441
CTAGE5,85921
DAPK3,11374
SPRYD3,15104
LOC283683,20923
SETD1A,27366
TNIP2,14716
RDH11,18991
LAMTOR1,6095
HOXB2,2374
KIAA1984-AS1,4921
FPGT,10252
TAF9B,9934
HPS4,32980
SNRNP48,21768
ZNF566,44442
ITGAX,27809
SNHG11,4267
TUSC2,3327
AP1S1,6871
TMCO4,117704
DUSP27,34315
GJC2,10112
IL8,3210
GPR34,8304
LINC00617,48799
SLC25A40,41878
KAT6B,206209
ANKRD46,50034
TPM3P9,12698
KRTCAP2,3920
USP19,12892
TAS2R14,953
SCNM1,4275
YIPF2,5913
UGGT2,251900
C15orf57,11954
ATP6V0E2,7730
ZNF217,16026
HIST1H2BJ,480
ZDHHC3,60921
ZFP30,22924
TCTEX1D4,1371
OIP5,23353
CYFIP1,110919
ATXN1,462378
CCL3,1903
ARVCF,46907
CAPN12,14282
LMAN2,20322
STX7,55674
VSIG4,18387
ALG1,15570
ZZZ3,118153
C10orf105,26123
XRCC3,17869
RBM5,30056
LTBP4,36653
KATNB1,21502
LOC649395,1824
AP5Z1,18764
PAXIP1,59282
RPL3,6783
C1orf21,242005
DNAJC25,22999
PIK3C3,126247
LDOC1L,5555
LYL1,4132
TBK1,50059
GPAA1,3595
TTC30A,4668
WDR52,154584
PHF17,65600
ECRP,835
MKS1,14169
HAX1,3316
PBRM1,140498
EML3,10546
SLC25A26,310066
CA11,8179
NKG7,1086
CCSER2,189866
TIGD2,2084
ZNF587B,15944
VPS13A,240038
EHHADH,63474
MAN1A2,158235
FBXO18,48023
PTEN,105337
ZNF750,10621
PRKAA2,70018
ST6GALNAC6,14270
EPM2A,110551
PRKX,109291
PDZRN4,386142
ASIC4,24602
IGFBP6,4692
MPP7,231144
MUC5B,39111
LAMB2,12052
HTT,169279
TRAM2,79662
METTL16,95852
ATP5S,13899
ZDHHC21,82411
CASP10,46508
HDC,24016
TECPR2,139518
DLG1-AS1,5503
CLCN7,30151
HHIP,92733
MYOZ3,18527
TPP2,82237
ACD,3303
MGA,109531
PTCHD2,58345
TSPAN33,24822
LOC100499489,2504
CUBN,305851
LRCH4,12142
POFUT1,30771
SATL1,16682
NPR3,81087
ANKLE2,36197
ZDHHC4,11545
EPB41L4A,256695
GTF2E2,79707
ABHD10,14492
CCDC109B,127517
RBM47,206611
ZNF655,18031
PILRA,26654
CACNB3,14511
PSIP1,46938
RRM1,44182
KANSL1L,150616
C1QTNF1,26854
USP43,84149
ARRDC1,9716
SLCO5A1,162731
CXCR2,11963
ARHGAP5,82439
MRS2P2,2689
SHANK3,58570
ITPKB,107485
CCDC141,220302
NDUFB1,5685
KATNA1,53929
TET2,133928
TEN1-CDK3,26782
RNF10,43265
RGS16,5790
UCHL1,11548
SIRPA,45727
DIDO1,60214
HIST3H2A,495
SLC35A4,4263
CCDC153,5621
REREP3,24266
SPATC1L,23311
HLA-DQA2,5501
ALDH3A2,28844
IMPA1,29438
PUS7L,30210
NUP54,33838
ACTL10,2027
ABHD11,2765
C10orf11,774607
CHID1,47199
LMBR1L,13757
ACCS,17840
TRIM24,125253
ZNF496,31423
TM4SF1,8763
UBE4B,148255
HMGB2,3068
XKR6,305218
CHRNB1,12526
ST6GAL2,85507
ZNF692,9112
RGS10,42883
RNASE6,1416
HECTD4,221904
MASTL,32095
ARL13B,75539
CRYBA4,8708
LCK,34926
TBPL1,35330
TMEM44,45748
U2AF2,20666
AKAP2,123913
AARS,37115
TMEM70,6641
BPNT1,32367
SCARA5,122970
DHCR7,14020
SLC25A36,38123
TMEM101,3789
SCARA3,42709
NXPE4,25171
USP13,136256
LOC100130557,3181
FBXO5,13082
HOXC11,3293
CPNE5,98665
HAUS5,12605
CD8B,46587
C1orf185,45848
USP49,97716
USP36,44004
HDHD3,2643
OXSR1,89953
ANXA11,50448
RAB11FIP3,96813
FJX1,2686
CCDC53,49182
TRIM67,58640
FAM32A,6622
MTMR9,43654
MAPK11,6637
OSCP1,32579
AP1S2,29208
STK25,14865
DERL1,29259
CASP7,51747
ARL2-SNX15,26459
YARS,42793
NKAIN2,1021717
RBMX2,11374
GPC2,7761
ZNF638,103306
C11orf1,4849
CAMK1,12639
TNRC6C,104598
PLA2G12A,20097
CAMKK2,60616
DPY19L1,109160
NR4A3,45036
PPM1F,33458
NEGR1,879652
STX6,49870
NOMO1,62371
MIR497HG,3836
ZNF668,13477
CLN6,22750
MRTO4,8547
CSRNP1,11760
PRR5-ARHGAP8,160282
DPF3,224149
MFN2,33334
ENY2,11637
PTPN2,98857
EIF5A,5464
MVP,27645
PDE11A,485089
TMEM102,2236
TPGS2,49191
SMC4,35311
SH3BP1,16366
CEP95,30904
TMEM220-AS1,85387
RELB,36749
CKAP2,21268
TRANK1,118240
CYYR1,107053
PCNA-AS1,383
SUN1,59363
CCHCR1,15799
CCDC175,71764
PITRM1-AS1,7028
CCPG1,53287
TPCN2,41722
B4GALNT4,12322
ANKRD61,5176
PRPF38A,13773
FOXK1,89144
CD2,14765
ZNF275,18771
PCDHA7,177960
POLR2A,30237
LINC00478,539252
REG3G,2818
CARD9,9725
PTCD3,35975
PAR-SN,1796
ZNF706,9026
E2F3,91808
AARSD1,13972
FKBP1AP1,2163
ADH5,17801
SAV1,34773
ARHGAP1,23590
TBC1D14,123674
PSD4,29117
ATP8B4,260984
P4HA1,89752
PTPDC1,79062
ATG10,283372
REV1,89542
MLH1,57496
ZNF213,7748
ITGB1,58047
SLC7A6OS,10350
ACTR10,35520
CHKB,4041
LOC100133161,4933
CXorf56,27285
SRSF9,8087
PEX1,41508
WDR53,14354
DPEP1,25123
ZBTB45,6024
SMNDC1,11909
CBFB,71908
MTRF1,47197
C16orf46,23770
PCDHA10,156295
ZNF135,10503
TMEM120A,7837
SMC1A,48548
TBCCD1,24476
ITGA11,130450
LOC100289495,8838
DNA2,57909
NOD2,35937
SPNS1,9773
LOC100128881,6309
ZNF514,11863
TAF1C,9223
GCAT,9271
TMBIM4,33090
CD24,2179
CALB1,24269
CEP85L,249303
RASA3,150901
ZNF37A,29014
MAP4K2,14104
LOC100505549,38974
RBPMS2,35675
BRAT1,17948
ATF7,118559
GAB3,75821
TCTN2,37290
LOC100132707,20969
GINS2,11308
TVP23C-CDRT4,127613
LOC100128573,524
FREM1,176329
LOC729080,1069
DCAF17,50801
TTC33,44394
ZBTB17,34263
PTPN11,91181
ZNF646,9090
HMOX2,35629
INTS6,91574
SNAPC1,34071
TTC4,26833
ZNF451,80290
MITD1,11766
RAB11B-AS1,16315
KCTD11,3054
DOCK4,480298
TMA16,26018
PIK3C2B,67716
IFFO1,16555
SOCS7,53839
PM20D1,22126
WDFY4,297483
MPZ,5237
KLHL18,63976
LOC253039,11331
MAF1,3210
KCNJ18,12034
WDR12,31626
PTPLB,90561
PDE4B,582069
TERF2,30427
ARG2,31857
HNRNPA1P33,541
HOXA10-HOXA9,17823
VPS72,13913
SEC13,20243
SLC22A17,6553
UROS,34690
HLA-DRA,5207
FEM1B,13499
HNRNPH1,9543
CABLES2,18653
ARHGEF11,110530
UGT3A2,31904
ZNF93,34660
IBTK,77492
MAN2A1,178273
DECR2,10629
SUV39H1,12275
GCH1,60818
C1QTNF4,4745
HSD17B10,3117
B3GNT1,2318
LPPR3,9464
B3GNT9,2897
C1QTNF6,8124
FAM8A1,11432
FAM129C,30538
PLP2,3284
CCT2,16149
RUNX3,65499
PPP2R5C,166193
MOCS3,3048
SRCRB4D,20366
GSTZ1,10710
ZBTB14,8034
IGSF6,11382
EPPK1,7522
ATP1B3,49912
LURAP1,17922
PTTG1,6881
DCPS,41997
CDC6,15267
OAS2,33254
TRIM14,49919
PTPN18,19402
ZNF221,16355
CHRNA6,16149
CD151,5883
ITM2C,14342
RHOBTB1,132000
BCL2L11,47531
BLOC1S1,3673
HEATR1,55536
MAP10,5454
HYOU1,13029
STARD3,27121
ARHGEF12,153027
PLCL2,205646
PTPN6,14739
ACLY,52093
ZNF202,17366
CCDC39,65487
SNORD10,147
C5orf51,17268
INHA,3481
TOM1,48719
GRK5,247934
PFDN4,11990
ARHGDIB,19612
SNORD89,113
RPL7,2995
DCTPP1,6354
TMF1,32506
OR10AD1,953
ANKRD16,28171
H2AFY,65506
FBXO32,43366
PLEKHA1,57777
LOC100506071,13629
FAIM,24671
LAIR1,11486
LAYN,21237
FAM171B,69723
STX16-NPEPL1,64591
FN3K,15621
N4BP2L1,27455
LOC400680,19523
KIF22,14672
ADCK2,21955
LOC255130,95537
SCAF4,61118
SAFB,45443
CCDC157,20191
TSC22D1-AS1,4536
SPOPL,71455
VPS18,9545
GIMAP2,7934
GCSHP3,999
PRTG,131438
SNORA45,130
GMPR,56969
ZNF581,2003
WEE1,16085
ZMAT2,6207
RPLP2,2940
GNPTAB,85370
MUC1,4406
SCARNA5,277
RBM19,149633
RPL4,5540
OR2AG1,997
STXBP5,186118
HCG11,5678
C5orf4,32161
IAH1,13921
LITAF,39744
RC3H2,55830
KIAA0020,39975
ZBTB44,88033
EPHB3,20609
EHBP1L1,16607
MCF2L,130518
CEP128,443063
RSPH3,22932
CAMK2G,62090
PTPN23,32440
MYC,5365
ERI3,134197
BTRC,203288
POLDIP3,31235
HIVEP2,193734
KCTD13,19888
SHB,153315
SERPINE3,21071
ARHGAP27,31744
KCTD2,18702
FONG,90637
KIF18B,23000
C21orf7,95329
PGF,13934
TRMT2B,42771
TFPI,90261
ATP1A2,27854
PAICS,25619
FAM63B,86341
SNRK,64630
SCRN2,3652
EDARADD,90328
UQCRH,13067
LDLRAD2,12956
TMEM161B,73642
SNRPB,9218
TXLNG2P,39812
ERP44,119867
ZNF567,31923
LOC100506060,6452
RPS14,5527
FAM174B,38352
SUOX,8266
PIGS,18481
ZUFSP,33192
MRPL10,8269
TMEM107,3417
ETS1,128797
FAM20A,65838
GPR112,115925
ZNF775,19313
IL1RL1,40535
STARD8,78173
CIRBP-AS1,2789
DPH3,7928
SGMS2,90483
NEDD8,15519
COG7,64698
SHROOM4,222401
BAG2,12908
MYL12A,8706
UHRF1BP1L,105779
NUP62CL,83013
NOM1,23459
NUCB1,23233
MESP1,1442
CCDC42B,9418
SRG7,1307
CDCA4,11515
SGTA,28642
TSC22D4,12760
UCKL1,16618
SMIM14,87935
MPP1,26843
POGLUT1,25769
XPNPEP2,30579
CNOT3,18010
FAAH2,202519
C22orf46,7593
AHCY,31537
ACOX1,37926
POR,71753
FAM161B,17422
PKN1,38513
CBFA2T2,159909
MAP3K2,44560
TBC1D2B,82667
SNORA28,125
DUS4L,14566
KCNIP4,1220135
ESPN,36156
DNMT3A,109629
NELFE,7000
TCF20,55426
AP5B1,6693
GNMT,3118
ZNF526,7861
DDX39B,12256
RBM42,8607
RAB6B,71611
CSF1R,60081
HSD11B1L,7758
SPNS3,54280
HSD17B7,22112
CEP112,556554
RPL23P8,522
LOC284551,5810
AES,10056
TYMS,15895
LOC100271836,55598
Mar-01,858957
LOC644554,9227
GCLC,47787
SH3GLB1,43614
EIF1AY,17429
C15orf38-AP3S2,82391
IDI1,9097
MED17,29091
BAIAP2L1,109465
Sep-07,106119
ANGPTL6,10412
ESRP2,7686
COL6A5,139329
EIF4E,52179
LIPT1,8195
MAPK7,5823
EXOSC8,9073
SAMD1,2003
NEMF,69007
TGFB1,23019
PER2,44528
MRPL37,18216
HOXA5,2616
JAKMIP2,197407
LDB1,12885
NKAPL,1661
TRIM9,120441
OAT,21673
FLJ39051,13870
ECD,33571
KLF8,55500
HGF,68008
SMPDL3B,24159
HEMGN,18061
LOC100652772,30045
SND1,440457
VAMP1,8439
CLEC4A,14975
DDX60L,123752
PTPMT1,8031
NNAT,2483
DCTD,27386
RNF125,54709
ZNF492,33346
CDYL2,200499
PLAG1,50391
MEX3B,4365
EIF4EBP3,1912
ATP5E,3689
LYAR,22467
DENND4C,143374
PELI1,51819
DLGAP1-AS1,3265
CCDC43,12360
CAMTA1,984382
INS-IGF2,32097
AQP11,20721
TULP4,199164
NRL,4516
FLJ31813,46621
GBP1P1,17255
G0S2,1065
ARHGAP27,3564
S100A8,1156
CD96,110280
NRG2,196520
ARNT,67063
SERPINA1,13945
TP53,19148
ZNF34,14224
FAM189B,8278
ZNF418,13488
DHX40,42827
ABCD4,17787
RARS2,75639
TAS2R19,899
ZSCAN9,8235
MSH2,80161
GEMIN7,12264
RCOR1,137917
CALHM2,5619
KBTBD8,12905
NDUFB9,10884
MRPL14,13818
SDCBP2-AS1,53392
EPGN,8333
GINS3,13750
EIF6,5910
RAE1,27374
SLC11A2,48492
ARHGAP9,7595
ZNF219,14658
KCTD12,6236
CPSF4,18433
FAM115A,50817
IKZF3,106473
MYPOP,12581
SLC35E2,21161
NAA50,29813
MRPL17,3016
TVP23C,61367
RLF,79552
RPL22,14599
MID1IP1,5098
TRPS1,260504
LTN1,64811
JUNB,1815
TSPAN1,10885
ZNF593,976
CHM,186381
PSMA3,27204
UCP2,8173
MUM1,23454
ZNF530,8384
PYROXD2,31656
CD74,11299
GCNT7,34433
FUT11,3927
TMEM198B,6638
HGS,18189
LYRM7,34478
ITGAE,86618
DAD1,24336
EFHD2,20448
QPCTL,11507
VPS54,126547
ZNF273,28335
ZNF561,13914
C17orf103,14394
UTP15,16196
PHB2,5401
SLC27A2,54196
DONSON,11155
CWC27,249835
FKBP10,10507
MAP7D3,43262
C17orf58,2548
LSMD1,1169
CENPF,61382
CDC14A,167810
PACRGL,27944
C11orf73,43732
ZNF678,98944
ABT1,3106
TOB1,5752
RWDD4,19542
AGTPBP1,195490
ACSS2,53003
HNRNPA1,4542
TRAPPC5,2041
GXYLT1,63025
FEM1A,3843
CLTC,77267
GK5,68080
CBLB,210778
CLN3,15023
FLVCR1,41108
ZNF397,17403
ITM2A,7168
SLC15A4,30802
MGAT5,200362
ZMYND8,147093
FAM162A,25938
TMSB10,1036
MEFV,14599
CIT,191500
DCAF7,43846
LOC100630918,1419
BUB1B,60127
TACR1,153055
FRYL,282936
HEATR2,59778
RPS15A,7379
MIPEPP3,94797
RECQL,32759
KDR,47336
PPP1R12C,26687
AKAP6,503789
TMEM141,1992
PCED1B,20391
SPOCK3,501205
THOC3,9011
PFKP,69285
ZRANB2,17998
BBS2,35749
CCDC142,10398
SLC26A9,30411
HMGN2,4231
ZDHHC18,29010
KIAA2013,6840
SIGIRR,11681
TMEM256,1157
FAM206A,6564
GTF3C3,36736
Mar-08,137537
HIST1H3E,461
NKRF,17546
ZMYND11,120172
PHYHD1,21146
TP53BP2,66079
LYSMD3,13956
DDX58,71022
PCF11,28698
STAG2,142030
SNAPC5,7480
C3AR1,8036
MAF,6877
UBE2B,20929
VRK3,49081
YAF2,81247
GTF2H3,28865
RFX5,6653
TAF4B,165241
C5orf45,21574
PDHA1,17814
RNPEP,23509
CAP1,32066
SIRT5,40629
BRE-AS1,1658
MSN,74282
TMEM154,54051
FBXL15,3322
TP53TG1,20144
SNORD23,109
TRIM32,13998
PRORSD1P,2152
GZMB,3271
MIA3,49907
EMG1,5221
ADH1B,15045
EPN1,20572
SH3YL1,45932
GIN1,34138
KCTD20,47771
ZNF182,29144
ZBTB12,2375
GPS2,2680
ARSB,209320
YLPM1,73944
POP7,1447
MPI,8155
ZNF576,4043
RGS3,153014
ZNF84,26007
TIMP2,72413
GOLGA6L4,9595
ESRRB,130490
PMFBP1,53353
SNORD15A,147
LOC100129361,4839
ACAN,71911
PRSS23,10782
ZNF785,5098
PCDHA6,184279
CREB5,526571
AMIGO1,2890
TMSB4Y,2455
GTPBP1,27785
ITGB2-AS1,8645
PHF16,148905
FRS3,9716
DNALI1,9938
GLOD4,23022
DDIT3,3929
IFFO2,52052
LOC100506668,5608
MBOAT1,112779
NODAL,9773
BZW2,60389
LOC553103,58639
FMNL2,314597
NEDD8-MDP1,18433
CCDC85B,1231
USP37,118110
PLD3,30058
CMTM1,12744
COX18,15056
RILPL1,62356
TTF2,42542
CTDP1,74709
RNF187,8821
C2orf43,138009
SYTL1,11940
SRP54,46669
TRIM41,12545
ARL8B,58671
TFG,39677
NOG,1891
C11orf84,14267
PRR23A,2306
TANGO2,44816
APEX2,7550
C6orf211,17810
AGPAT1,9905
HRNR,12120
BANF1,2067
FAM89B,1849
CLASP2,221966
DEPDC4,14815
ADAMTS3,287830
TARS2,20245
HIST2H4B,395
HIST1H2BM,445
CCDC137,7175
WNK4,16435
GUK1,8870
COG5,362770
SPIN4,4111
NUP153,91549
RPL21P28,5006
DNAH11,358624
LOC388692,12266
C8orf40,11842
TMEM140,18201
CLCC1,33981
LRFN1,8519
CTDSPL2,99850
TCERG1,64196
TCEANC2,46142
SLC35A3,57189
LINC00672,4216
SLC17A9,15950
C2orf47,8807
METAP1,67172
PUS10,77817
LOC100128288,2128
MPEG1,4511
NUP188,59403
CIC,11132
IDI2-AS1,21564
SEC24D,113348
C1QBP,6372
TMEM183B,16132
CNDP2,27189
SYNJ2,117319
ABCC5,98003
C19orf54,9067
RBM3,6812
SEC14L1,128456
MBNL1,197740
RCSD1,76012
RPS4Y1,25374
ZNF497,8491
PCMTD1,81595
POLR2L,2808
RCBTB1,53637
EIF2B2,6682
CHRDL1,122202
SLC25A17,49753
NCOA6,110855
CDC25A,31133
POMP,19952
ZNF569,56279
SNORA30,128
SC5DL,20731
FIP1L1,82283
AKAP9,169798
CYB561D2,3199
PPP3CA,324041
MAK16,16093
S100A13,15292
CLEC16A,237701
ST8SIA6-AS1,21350
PPIB,7340
SCYL2,72365
PLA2G16,39997
CTTN,38078
DHRS7B,65044
ZNF667,38077
EVI5L,34701
ARSA,5419
ZNF484,33007
SERINC1,28459
TGS1,52214
HNRNPA0,2966
CDC5L,62910
CCDC23,10336
TNPO3,100993
MAPKAPK5,51196
PHPT1,2234
DENND2A,84122
C11orf45,6666
FCRLA,7380
B9D2,9756
TRIP10,11822
LRWD1,8222
ARAP2,178359
TMEM50A,24063
PDCD4,28211
MRPL13,49564
DGKG,215033
KPNA7,33892
TMEM25,15510
RP9,14592
ITFG1,305717
GNA13,47513
MESDC1,3050
YPEL4,4857
PER1,11965
CELSR3,26452
EEF1A1,5282
RELL2,4114
PPP1R15B,8452
RNH1,12771
PRR15,3484
LNX1,131316
SLX4,30401
ST8SIA1,141323
ARHGAP23,83908
ARHGEF35,9615
FAM129B,73650
FDXR,10537
CLPTM1,38762
DYRK1B,8851
LOC154761,24749
CCDC174,20913
PCED1B-AS1,8023
C4orf48,1977
SLC38A10,50297
LOC100507217,15904
TMEM139,3101
GDI2,48326
DCAF12,40390
PSMD13,16176
PSTPIP2,88748
GMIP,14170
POMT1,20904
DNMT1,61733
ZNF165,8858
LNX2,74670
C11orf83,2036
FBXO22,31408
EMP3,5181
MED27,219777
PHOSPHO1,7396
RPAP3,44129
MYBPC3,21296
PITPNB,67598
C9orf85,61948
NTHL1,8051
FAM173A,1448
UNG,13399
CHIC1,123953
ZNF441,17078
SLC29A2,9299
LEMD3,78790
NCAPG2,73517
CNOT11,17433
LOC100132215,4556
HDAC7,37256
GTF3C4,19742
CEP78,30992
DHFR,28755
MAGEH1,1461
NPLOC4,80225
MTMR8,127372
