"","Gene_Symbol","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30","Gene_Length"
"4114","ENSG00000114742",2432,2673,586,65,99,810,140,87,519,1869,670,363,0,0,37,0,0,761,1523,1409,231,417,1961,2463,1010,1143,1413,1317,509,1774,44374
"4115","ENSG00000114744",343,456,213,50,30,66,40,0,188,405,246,137,0,1,17,0,0,417,377,660,0,407,394,363,278,217,273,216,101,488,14029
"4116","ENSG00000114745",926,1090,838,66,173,445,125,9,748,975,774,605,98,2,12,1,1,1478,1081,1462,0,287,1348,1425,1300,1430,1864,881,882,1258,11039
"4118","ENSG00000114767",406,413,378,347,265,145,59,0,206,511,408,446,2,73,24,175,0,912,284,236,0,29,384,182,179,401,491,238,327,525,8515
"4119","ENSG00000114770",2202,2108,667,222,88,568,158,1,726,1544,1154,678,24,0,63,0,0,1048,1202,1980,307,781,2516,4256,747,2499,2678,1525,866,480,98003
"4121","ENSG00000114779",1068,1400,789,328,344,1216,187,25,653,1512,850,853,7,1,23,416,0,2676,1099,1271,612,2948,966,558,548,964,1312,952,1592,1944,6120
"4122","ENSG00000114784",2001,1507,711,660,312,1118,254,146,875,1725,729,993,0,58,50,164,0,1275,973,1921,0,1147,1595,2567,2090,1847,1594,1220,898,2072,2742
"4123","ENSG00000114786",12,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,2,0,0,0,2,1,0,2,10,0,0,1,14176
"4124","ENSG00000114790",4,2,0,2,0,1,0,1,2,3,0,1,0,0,2,0,0,1,3,3,1,1,6,4,13,4,1,2,3,5,136824
"4125","ENSG00000114796",2500,2417,540,448,401,1220,131,40,753,1927,901,1001,36,167,73,90,46,621,1709,1374,224,205,1264,2127,681,1125,1400,1239,435,1900,48893
"4126","ENSG00000114805",4,2,10,1,1,1,1,1,0,22,0,9,2,0,1,0,0,0,14,18,0,0,1,9,0,1,9,26,4,8,224326
"4128","ENSG00000114841",6404,5937,2322,141,163,1668,334,878,1938,2365,3880,1473,181,420,335,3,0,3884,4037,2401,186,1968,4367,3338,944,6408,7149,3087,2634,4494,84178
"4129","ENSG00000114850",1004,809,573,282,237,281,72,0,507,1732,266,444,1,2,7,28,0,365,897,1825,442,395,1170,1158,649,363,423,508,387,833,15044
"4130","ENSG00000114853",232,142,138,131,111,84,48,6,286,160,78,275,28,4,19,125,1,219,211,751,0,655,247,368,56,317,335,227,237,99,13896
"4132","ENSG00000114857",11115,8203,1113,792,707,1678,310,168,1051,2624,3134,1270,92,43,102,219,148,1095,6908,4809,794,1568,8417,5934,1397,3975,5653,4042,584,1573,48086
"4133","ENSG00000114859",171,187,125,1,0,68,2,0,66,218,119,15,4,88,52,1,1,248,95,80,0,1,123,98,34,160,179,116,163,119,15466
"4134","ENSG00000114861",4314,4127,3028,3739,5851,2685,477,154,1755,4755,2402,2546,284,257,256,1948,1307,3335,2884,1426,707,1286,2336,2831,2073,2654,4209,2480,963,2648,629275
"4135","ENSG00000114867",6830,6957,6375,599,756,4021,1159,926,4076,8058,5857,4080,231,207,866,51,1,9437,6025,7054,489,6630,6162,6672,2333,7743,9645,5838,6567,10321,20863
"4136","ENSG00000114902",742,749,488,197,353,428,120,17,501,972,304,410,1,6,11,1,36,599,555,1199,0,985,621,526,706,455,457,434,453,766,2340
"4137","ENSG00000114904",319,236,169,84,35,91,14,1,116,366,135,85,2,0,15,114,1,147,279,397,0,0,333,328,104,128,211,178,131,144,60169
"4138","ENSG00000114923",34,66,55,2,0,153,5,72,60,44,21,29,43,40,44,2,1,84,35,83,1,6,78,51,5,43,89,60,70,27,14410
"4139","ENSG00000114933",1959,2190,402,40,171,529,71,106,370,1215,1150,360,9,292,89,6,0,606,1646,847,132,209,2049,2458,559,1399,1976,1414,315,832,92461
"4140","ENSG00000114942",12319,9217,6454,4118,4282,7969,1863,88,4672,11222,4002,5223,0,140,38,1131,1827,13346,6030,7199,1180,6823,6021,4851,6156,5963,8040,4597,6045,15134,3335
"4142","ENSG00000114956",825,749,455,504,263,236,95,10,394,899,319,310,0,2,23,150,0,627,458,791,120,432,610,564,878,468,599,411,513,1052,32135
"4143","ENSG00000114978",3575,3643,1692,316,313,767,300,169,1587,4990,1320,1468,10,75,153,168,10,1741,3098,5708,115,2442,3925,5673,6399,2568,2770,2570,1035,2378,22784
"4144","ENSG00000114982",2600,2944,1145,226,133,1190,126,6,791,1905,1553,700,18,2,78,29,346,1905,1924,1653,96,73,2618,2175,842,1853,2439,1602,1706,6012,45224
"4145","ENSG00000114988",198,157,171,1,35,4,24,11,129,357,181,66,13,4,7,0,0,273,126,181,0,162,177,170,136,116,130,71,116,99,34146
"4146","ENSG00000114993",46,31,7,0,5,45,11,1,27,104,53,12,0,2,1,0,0,71,71,25,0,2,75,34,13,65,50,49,31,14,16072
"4147","ENSG00000114999",769,657,480,166,214,285,74,12,278,621,323,314,5,90,6,38,17,613,484,682,2,864,593,564,213,443,475,414,271,459,50479
"4148","ENSG00000115008",1667,3426,102,105,18,48,75,0,175,645,53,134,49,1,3,0,0,36,227,136,0,0,2750,5768,362,2368,723,2237,143,128,11479
"4150","ENSG00000115020",3062,2590,407,0,41,529,25,74,314,1245,898,151,3,10,15,310,0,275,2262,2031,106,437,2171,2981,1123,1429,1900,1294,246,635,92484
"4152","ENSG00000115042",547,490,278,81,118,208,41,0,136,218,271,234,0,0,12,2,1,482,253,136,136,1,273,155,124,310,520,225,274,648,10431
"4153","ENSG00000115053",9868,9773,5813,1108,1073,3970,941,1068,4370,12079,6967,3030,270,838,2014,2373,521,11922,8272,5779,547,7609,9853,7253,3149,6178,8061,6860,5523,7210,9746
"4154","ENSG00000115073",2671,2042,1211,227,196,1716,392,69,1206,2499,1840,1703,6,100,44,0,16,3906,2024,2603,0,939,2968,1448,800,1925,2757,1552,1527,2990,8159
"4155","ENSG00000115084",349,306,22,9,17,45,36,0,50,327,171,72,0,2,19,0,0,80,217,275,1,1,359,380,128,187,244,203,83,123,42467
"4156","ENSG00000115085",14143,14299,11286,559,1895,9612,1685,1143,6445,9456,15523,8824,403,225,482,303,8,17197,9480,5157,568,5743,16196,6365,2084,14149,16304,8544,7894,15466,26292
"4157","ENSG00000115091",6950,6159,2163,498,491,997,450,60,2804,10843,2111,1842,35,199,260,22,1094,2933,4843,10397,249,4910,6224,12670,11324,4840,4929,5647,2447,2854,68630
"4158","ENSG00000115107",94,82,137,0,48,33,35,0,74,162,78,97,0,1,1,0,0,179,74,360,0,74,164,133,33,73,140,39,65,350,41843
"4159","ENSG00000115109",163,169,11,1,0,30,11,3,20,105,53,47,4,3,6,0,0,54,100,119,0,2,104,230,45,91,111,70,22,40,166093
"4161","ENSG00000115129",206,70,74,0,25,132,32,1,146,85,131,83,1,0,1,0,0,215,85,193,105,149,149,204,133,84,254,102,124,151,7782
"4162","ENSG00000115137",335,468,56,57,79,160,11,0,66,261,170,162,2,2,0,0,0,150,283,148,0,148,350,294,114,230,235,188,82,217,28458
"4163","ENSG00000115138",47,32,37,0,50,16,0,16,27,8,59,101,8,0,6,1,0,111,61,41,0,2,56,6,8,28,38,22,17,23,7837
"4164","ENSG00000115145",439,440,262,106,43,22,39,0,92,470,115,219,5,1,12,3,1,94,432,855,0,229,521,840,528,251,260,204,112,201,59191
"4165","ENSG00000115155",49,96,993,1,15,32,60,6,21,14,22,76,60,6,29,0,6,81,297,52,0,4,96,41,60,92,28,43,47,777,101495
"4166","ENSG00000115159",641,614,111,0,6,124,6,1,132,342,214,108,7,0,3,0,0,170,520,656,0,303,721,871,827,264,446,316,101,306,150950
"4167","ENSG00000115163",13,6,4,0,18,1,0,1,8,30,4,19,0,0,0,0,0,17,11,10,0,0,5,7,1,4,6,11,11,109,8573
"4168","ENSG00000115165",10598,8641,3194,1385,572,1569,614,62,2065,12470,1548,1392,170,171,152,105,760,3578,6755,13788,304,4205,7164,20124,12006,5280,7168,5548,4887,10182,29473
"4169","ENSG00000115170",585,433,318,1,20,197,46,0,155,299,303,119,2,1,15,0,0,380,373,410,62,273,404,454,245,260,475,302,127,275,139416
"4170","ENSG00000115183",37,42,6,4,2,0,2,0,1,7,3,2,3,3,7,2,0,5,9,12,0,1,19,11,6,25,23,20,3,50,264024
"4172","ENSG00000115204",795,766,350,48,110,153,94,77,319,509,538,456,1,14,29,275,80,1218,550,902,33,951,638,459,321,617,779,509,586,1105,13609
"4173","ENSG00000115207",1587,1684,1212,125,91,1035,158,1,600,1297,977,403,9,2,41,334,1,1614,1339,1793,248,498,1667,1221,532,1186,1813,1043,877,2746,31185
"4174","ENSG00000115211",903,913,584,414,215,574,193,48,472,876,740,436,27,79,37,367,1,956,591,811,0,575,994,683,386,773,1078,578,543,1092,6105
"4175","ENSG00000115216",4807,5221,4089,1021,1826,2516,852,22,2969,6190,2537,3754,7,99,124,91,471,3969,3013,3753,819,6489,4348,5971,4950,5946,7391,4268,3968,8401,13651
"4178","ENSG00000115232",3466,3909,564,2,93,521,115,49,453,3074,2520,304,43,181,142,314,119,1299,4613,4961,138,1957,5171,3927,1357,1890,2102,1829,607,3029,80849
"4179","ENSG00000115233",386,441,180,33,7,16,49,0,167,510,222,99,0,0,1,2,0,241,290,529,217,906,454,344,194,190,252,254,108,393,103442
"4180","ENSG00000115234",2521,2540,3133,653,950,1479,456,181,1961,3958,1476,1865,63,96,58,445,393,4557,2222,4162,300,3493,2894,2120,3635,2004,2968,1540,2375,4414,7037
"4181","ENSG00000115239",38,54,31,95,3,21,4,33,25,58,26,18,1,26,7,0,1,45,45,68,0,4,54,55,9,42,68,70,14,30,117029
"4182","ENSG00000115239",38,54,31,95,3,21,4,33,25,58,26,18,1,26,7,0,1,45,45,68,0,4,54,55,9,42,68,70,14,30,189720
"4183","ENSG00000115239",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,3,0,0,0,0,0,0,117029
"4184","ENSG00000115239",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,3,0,0,0,0,0,0,189720
"4185","ENSG00000115241",2182,2110,2423,456,705,734,500,87,1448,3108,1464,1526,114,116,108,16,3,3340,1819,2391,117,4362,2245,1633,1471,1401,1852,1547,1204,4032,28484
"4187","ENSG00000115255",51,101,46,72,132,94,31,3,47,120,119,137,0,1,6,0,0,182,73,130,0,276,71,20,16,78,86,56,73,113,6759
"4188","ENSG00000115257",32,30,4,0,26,18,7,390,28,17,109,75,9,2,7,71,1,61,47,41,0,3,47,22,3,56,40,21,41,31,8980
"4190","ENSG00000115266",6,4,4,5,6,9,0,76,23,67,31,18,382,24,18,2,988,115,26,21,2,20,12,10,2,17,25,30,10,20,23095
"4191","ENSG00000115267",2538,2133,1244,566,219,588,155,659,814,1938,1080,941,67,172,236,0,1,521,1407,1481,87,498,2453,4671,11724,3469,2419,1862,616,1635,51629
"4192","ENSG00000115268",12827,15162,10949,20020,20748,17947,2953,1232,7954,13471,10050,18552,350,1252,692,9969,8046,31982,10426,9479,3236,25187,9699,6620,11944,12833,17099,12641,17150,38799,2129
"4193","ENSG00000115271",6769,3871,2554,4040,749,241,945,52,3169,10145,777,3231,87,57,90,20,1,655,2098,17618,171,4734,5092,23958,27642,3667,4217,3270,1648,986,18565
"4194","ENSG00000115274",683,524,605,522,430,705,106,0,430,578,587,753,2,134,40,5,0,836,464,744,2,184,684,386,240,636,688,416,656,927,2937
"4195","ENSG00000115275",2047,1635,1883,174,565,1271,332,332,931,2261,2253,1637,87,126,85,1,77,2509,1189,1825,2,1111,1544,1000,450,1638,2129,1173,1069,2611,4353
"4196","ENSG00000115282",851,905,496,48,115,398,84,3,441,1070,919,410,2,91,40,0,0,1168,719,855,0,1142,1180,723,300,855,1113,728,601,790,11491
"4197","ENSG00000115286",1009,1105,1600,1320,1482,1519,399,660,922,1516,1126,1796,27,88,73,404,32,2629,768,1525,0,1678,1032,663,823,1100,1407,915,1497,3049,11705
"4198","ENSG00000115289",185,159,136,60,46,67,22,1,65,283,121,113,2,1,2,0,4,147,120,281,0,469,215,191,63,122,160,96,94,431,2651
"4199","ENSG00000115290",27,29,13,1,0,57,0,3,12,47,4,3,3,3,10,0,0,47,42,25,0,2,24,24,30,10,11,30,11,23,129037
"4200","ENSG00000115295",966,641,346,3,40,72,12,4,138,461,297,42,1,93,22,1,1,293,622,651,107,248,728,588,170,236,306,324,164,458,68371
"4202","ENSG00000115306",9103,6992,2889,287,224,3400,441,716,1600,5752,5166,964,27,302,315,169,2,5375,5489,3259,480,2209,4451,4358,1056,5782,6236,4463,3904,5682,215129
"4203","ENSG00000115307",5419,5265,3331,1189,1083,4305,740,470,2658,5424,4241,2799,31,54,181,397,0,5599,3452,5056,375,1960,6107,4203,3512,4155,6143,3893,5045,9370,3199
"4204","ENSG00000115310",2969,3000,1207,694,406,716,221,242,1555,4293,1339,2277,209,555,446,419,766,2331,2353,6736,162,2360,3430,6033,6377,2992,3036,2651,1563,2009,78407
"4205","ENSG00000115317",1249,861,672,780,383,530,209,23,617,1285,703,965,45,50,39,165,1,1214,771,1175,96,650,1191,1109,926,1037,1256,739,859,2131,4151
"4206","ENSG00000115318",264,187,163,49,89,197,86,1,232,285,95,195,0,0,20,0,0,587,191,674,0,160,317,361,121,233,417,126,241,313,21116
"4207","ENSG00000115325",956,886,1770,470,1349,776,296,5,1170,2193,790,1877,17,103,64,159,0,1925,766,1959,0,2838,1142,1371,1007,1166,1294,814,1273,1204,8531
"4208","ENSG00000115339",835,466,166,25,28,68,20,1,98,618,160,123,28,42,26,10,84,105,432,571,0,141,592,781,576,283,320,273,105,212,46490
"4209","ENSG00000115350",799,665,346,380,382,282,88,16,301,915,213,455,9,19,25,80,173,589,294,677,143,913,647,639,721,372,588,526,780,853,11084
"4210","ENSG00000115353",1,3,2,1,0,1,0,1,0,0,2,2,0,0,0,0,0,4,4,1,0,1,1,0,0,1,10,1,2,0,153055
"4211","ENSG00000115355",852,631,258,67,142,217,59,3,232,870,235,461,8,79,31,54,29,147,773,1492,1,139,1201,979,167,251,487,415,134,406,132079
"4214","ENSG00000115364",141,85,29,1,2,0,22,0,38,179,36,32,0,1,0,0,0,32,180,263,0,169,195,140,71,53,86,74,54,161,15425
"4215","ENSG00000115365",664,537,48,28,22,37,19,0,70,297,242,79,2,0,0,0,0,139,398,349,0,0,613,468,119,195,212,219,115,377,45526
"4216","ENSG00000115368",1076,978,110,47,30,198,17,0,153,470,246,42,1,0,0,0,0,243,762,644,0,1,768,582,189,301,419,360,139,355,34105
"4219","ENSG00000115392",40,144,29,0,0,1,0,0,24,42,30,9,0,0,6,0,0,7,50,56,0,0,65,59,29,22,19,21,7,52,82137
"4221","ENSG00000115415",6354,5639,3793,1281,615,551,719,653,1521,5268,3234,1348,2,137,178,202,13,2111,4917,5646,673,1918,5490,8888,40433,4996,4942,2718,1941,7304,45214
"4222","ENSG00000115419",3459,2933,422,294,139,724,38,290,578,2403,1997,1130,35,67,256,12,53,1648,1997,1786,279,333,3244,3136,1318,1672,1537,1624,506,828,84723
"4223","ENSG00000115421",676,795,110,13,31,206,17,53,149,720,304,114,1,2,12,0,2,356,552,680,0,53,684,719,317,243,344,405,173,272,45856
"4226","ENSG00000115446",735,576,56,3,28,170,47,3,204,459,224,333,0,38,12,40,0,341,461,828,0,332,656,695,412,402,402,279,183,292,9935
"4227","ENSG00000115457",20,29,13,0,56,128,4,1,20,0,20,49,3,41,2,3,2,25,34,46,0,0,2,50,30,14,22,10,1,6,31031
"4228","ENSG00000115459",910,941,624,273,271,512,100,4,580,887,878,749,0,30,37,4,51,742,589,603,232,555,963,821,508,927,1196,627,464,926,37032
"4230","ENSG00000115464",6956,5252,927,119,168,1058,203,0,949,2933,2065,683,12,8,93,5,4,1290,4323,4035,148,753,5237,6743,2720,3226,3989,2892,681,1301,283259
"4232","ENSG00000115474",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,2,0,1,1,0,0,10763
"4233","ENSG00000115484",1981,1744,902,600,424,1209,203,47,806,3400,902,709,1,0,19,0,241,1361,1469,2001,426,1279,1953,1664,1063,880,1065,980,1027,1877,20544
"4234","ENSG00000115486",538,452,170,16,87,163,63,0,285,395,270,222,23,36,6,2,1,528,452,599,2,163,488,445,356,446,481,361,183,453,16679
"4236","ENSG00000115504",473,492,226,14,43,210,15,2,92,333,231,103,21,3,16,2,2,166,349,225,0,76,435,350,125,189,285,179,95,100,372635
"4238","ENSG00000115514",135,246,112,1,23,29,18,0,89,415,32,103,0,1,0,0,0,83,130,324,0,0,191,275,138,66,88,83,68,141,17373
"4239","ENSG00000115520",1071,1276,693,398,77,319,148,0,513,1735,430,325,3,13,14,0,2,390,806,1177,0,183,887,1959,1859,946,1022,637,310,666,21620
"4240","ENSG00000115523",26744,23462,15317,15862,6327,1097,1610,891,25427,24106,8943,32093,258,1857,912,4396,5202,39130,20666,6112,2652,21659,60177,10933,4370,16092,22546,27515,28040,43302,4461
"4241","ENSG00000115524",22456,17911,3292,628,229,2628,587,19,3592,11566,6713,1394,14,524,106,462,60,4389,13561,18259,298,2282,18678,25861,11965,10287,12545,9064,2547,7250,43073
"4242","ENSG00000115525",1022,788,399,191,141,309,47,5,256,893,427,182,13,11,4,27,1,425,726,614,0,144,778,535,429,406,585,375,296,1163,49886
"4243","ENSG00000115526",165,213,169,0,51,153,10,4,63,121,103,108,1,3,1,0,16,138,106,73,0,1,208,86,17,99,139,125,81,355,25808
"4244","ENSG00000115539",274,350,108,51,75,155,34,0,199,582,162,80,2,0,7,0,297,189,214,217,0,805,201,174,145,114,141,151,250,401,13783
"4245","ENSG00000115540",152,277,50,44,22,118,24,0,126,240,94,84,1,68,48,82,2,68,212,376,0,9,236,311,248,75,101,112,58,106,38128
"4246","ENSG00000115541",460,227,55,147,67,217,14,4,68,700,116,111,1,1,69,18,0,339,391,330,67,1,317,356,88,63,82,98,206,149,3466
"4247","ENSG00000115548",5650,5596,1122,195,56,903,119,35,843,3524,1688,648,14,38,77,0,308,1374,3884,4248,831,341,4896,6470,2298,3398,3975,3157,1161,3339,51568
"4248","ENSG00000115556",8,13,0,0,3,96,0,1,3,19,33,24,5,0,1,1,0,1,11,12,0,0,8,9,2,12,10,11,6,8,29421
"4249","ENSG00000115561",1008,1021,1088,1436,1822,336,232,52,839,1728,390,1403,9,61,32,437,516,484,718,1404,321,1539,919,1522,1858,1067,1323,1069,821,923,60067
"4250","ENSG00000115568",1262,1587,1191,152,116,680,159,78,663,1276,1161,771,1,93,94,0,0,2100,1135,942,35,778,1321,867,256,1241,1633,952,902,1452,21715
"4251","ENSG00000115590",3796,2349,1373,1132,690,26,369,304,1255,2732,188,1231,154,242,312,42,87,191,799,3724,26,2347,1660,7338,9874,3251,4406,2840,1752,2604,36578
"4257","ENSG00000115602",446,223,46,41,0,240,16,0,81,763,69,41,0,1,2,0,6,88,127,152,0,1,140,361,154,126,252,136,27,98,40535
"4258","ENSG00000115604",877,860,188,70,1,50,19,0,206,527,276,213,0,4,41,0,0,287,370,431,0,2,812,1999,1012,610,554,317,134,534,36120
"4261","ENSG00000115641",41,33,0,5,22,28,1,1,6,52,21,1,2,0,3,1,2,28,40,84,1,2,29,36,41,32,15,28,20,106,77947
"4263","ENSG00000115649",2307,2515,3919,1541,1377,2829,899,194,2350,4586,2711,3625,33,197,282,61,1,6557,1913,2999,526,4130,2540,2309,1352,3720,4819,2540,2883,5609,5083
"4264","ENSG00000115652",1323,1208,528,69,52,643,94,4,268,1163,770,214,50,168,47,1,11,855,962,1047,0,515,1017,877,415,681,886,698,439,1043,101036
"4265","ENSG00000115657",36,15,2,1,0,2,1,0,10,27,13,14,0,50,28,0,0,104,14,30,0,0,23,21,10,15,28,28,21,21,9224
"4266","ENSG00000115661",929,874,961,818,583,664,181,2,898,1413,619,1065,1,115,9,154,423,1214,680,964,0,1045,996,1361,1697,1296,1519,846,769,1372,4867
"4268","ENSG00000115677",7044,4968,6233,804,1897,2714,1370,18,4576,8611,3329,4542,61,507,250,109,741,6337,3733,6342,941,6345,5443,6164,4001,4507,6875,4107,3396,6694,88433
"4269","ENSG00000115685",1381,1446,1362,1691,1211,1386,276,2,945,2196,785,1336,119,62,20,494,50,1837,1127,1480,111,1307,1463,1159,1297,931,1288,873,1015,2049,32537
"4270","ENSG00000115687",4070,4452,704,255,241,1634,264,515,678,3103,1900,853,788,273,228,363,557,3162,1512,1408,3,634,1841,1635,366,1172,2670,1453,1764,7057,43880
"4271","ENSG00000115694",2719,2804,2374,231,582,2230,569,86,1569,3188,3002,2176,18,139,48,0,1,4715,2015,2266,269,1562,2841,1568,1059,2643,3420,1902,2255,2773,14865
"4273","ENSG00000115718",26,3,60,25,57,17,16,0,21,49,9,41,0,2,1,0,0,17,13,105,0,118,25,27,1,51,30,21,16,22,10826
"4274","ENSG00000115738",12382,8759,6651,3313,3386,9883,960,569,4805,20697,5117,6163,69,225,155,345,3411,8982,6997,5722,3,5829,10319,11152,10825,13009,18666,8116,2775,9822,2470
"4275","ENSG00000115750",245,176,47,0,33,17,3,2,39,266,86,21,0,0,3,1,0,51,230,238,0,0,287,235,119,73,90,157,48,114,90974
"4276","ENSG00000115756",2153,2211,2674,685,732,1426,605,231,1541,3337,1761,2617,153,29,175,311,13,3401,1494,3387,127,1879,2123,3079,1578,2363,3584,1921,1822,2714,124713
"4277","ENSG00000115758",2427,2556,1193,34,268,2204,165,31,694,2555,818,636,65,4,30,42,1,1830,1887,2144,231,518,1443,1690,1206,1027,1754,1441,1259,2577,7945
"4278","ENSG00000115760",4998,4093,868,147,174,764,103,91,585,2750,2252,379,70,112,124,165,4,1269,3966,2787,238,781,4235,4673,924,2403,2708,1849,597,1550,261869
"4279","ENSG00000115761",454,522,347,101,119,281,62,6,196,420,196,148,0,0,6,4,0,228,302,329,0,109,542,360,272,218,260,244,123,419,119221
"4280","ENSG00000115762",3542,3332,1274,173,390,1491,253,42,1030,4432,1059,676,28,9,46,27,8,2886,2169,3779,39,1139,2276,3734,2991,2514,2636,1770,2516,5415,45005
"4281","ENSG00000115806",950,852,717,66,103,253,114,2,406,995,536,334,22,44,11,174,0,1410,812,1215,0,1084,1013,773,605,713,952,678,607,1875,38695
"4282","ENSG00000115808",1634,1361,97,9,55,75,54,19,234,1126,539,243,4,68,40,0,47,348,1185,1363,0,0,1336,2134,616,901,867,704,321,600,128774
"4283","ENSG00000115816",1070,1074,286,144,122,273,72,0,279,994,398,214,0,49,21,111,2,402,684,673,122,646,1031,930,429,412,545,491,105,414,29965
"4284","ENSG00000115825",1257,960,158,90,175,349,27,2,205,974,307,160,3,1,14,1,77,416,826,1040,4,483,1073,1030,368,402,614,489,133,597,66576
"4285","ENSG00000115827",349,400,49,70,1,76,10,7,63,188,135,65,5,46,10,3,0,112,227,241,0,19,485,270,89,171,190,166,38,81,50801
"4286","ENSG00000115828",2992,1873,1856,1376,409,98,512,82,1954,4485,479,2626,5,4,59,7,15,657,821,5235,0,2774,1717,9577,7730,3621,4079,2583,1884,3231,28712
"4287","ENSG00000115839",1127,1125,415,124,206,474,88,62,360,1138,388,268,14,0,26,2,743,536,789,910,499,583,756,1163,1134,582,895,518,257,665,118444
"4288","ENSG00000115840",510,356,204,6,53,207,17,1,107,394,156,96,9,0,2,0,0,513,291,369,0,4,383,259,108,161,248,158,134,241,110901
"4290","ENSG00000115844",45,50,1,32,1,61,7,177,43,199,72,7,1,4,24,0,0,54,123,20,0,68,107,188,21,158,214,125,162,10,3312
"4292","ENSG00000115875",8152,7301,1527,283,249,3710,270,541,1773,4176,4131,1277,57,22,115,4,240,3923,4551,2319,47,1078,9041,5262,2843,4345,4939,3658,1320,3820,7895
"4295","ENSG00000115902",173,285,264,162,71,125,56,0,116,683,131,151,1,91,17,240,1,985,400,424,78,424,265,274,170,139,209,228,310,3615,35421
"4296","ENSG00000115904",1477,1572,191,35,44,164,37,24,316,1205,754,257,23,25,18,0,0,467,1319,1466,0,473,2164,1896,813,886,1048,958,442,473,138914
"4297","ENSG00000115919",367,506,145,83,48,47,28,1,209,723,191,131,0,5,1,14,0,174,339,900,0,0,482,573,317,106,244,414,84,516,164690
"4298","ENSG00000115935",17356,18360,10412,4507,4489,4804,2195,1529,8710,23055,11096,13753,743,1853,2024,2558,972,17199,11995,21539,2454,22017,17970,29815,27417,26927,31760,21505,23691,29317,123325
"4299","ENSG00000115942",571,578,239,68,46,61,22,111,172,583,268,161,8,4,16,2,1,307,372,475,0,0,643,774,185,336,400,288,163,285,53530
"4300","ENSG00000115944",1205,975,616,580,342,287,116,8,657,1704,309,715,0,79,10,54,79,868,718,1623,0,718,938,938,708,496,757,545,710,2256,10711
"4301","ENSG00000115946",209,207,66,0,32,291,12,0,78,283,214,149,0,9,21,0,0,181,240,213,155,493,265,186,81,94,110,104,148,252,18089
"4302","ENSG00000115947",439,485,93,107,20,159,14,0,107,482,137,106,0,4,6,1,1,72,331,721,0,555,469,608,287,173,201,254,77,132,91207
"4303","ENSG00000115956",48794,37738,12939,2245,1399,3472,2206,437,12101,29683,6667,9520,669,754,911,253,186,10053,17839,22140,1302,13511,31780,89435,119521,53931,32531,30529,15796,35849,32263
